source,target,weight,annee,mois,commentaire
BREST,PARIS MONTPARNASSE,88.4,2016,6,
PARIS MONTPARNASSE,LAVAL,89.8,2016,6,
LAVAL,PARIS MONTPARNASSE,88.8,2016,6,
POITIERS,PARIS MONTPARNASSE,87.9,2016,6,
ARRAS,PARIS NORD,79.7,2016,6,"Mois de juin  particulièrement marqué par : 
- la panne d'un TGV Eurostar sur la ligne à grande vitesse le 24
- Un rail cassé à St-Denis le 27
- Quelques dérangements d'installations
- Une tension sur le parc matériel TGV entrainant des retards en gare"
PARIS NORD,DOUAI,79.7,2016,6,"Mois de juin  particulièrement marqué par : 
- la panne d'un TGV Eurostar sur la ligne à grande vitesse le 24
- Un rail cassé à St-Denis le 27
- Quelques dérangements d'installations
- Une tension sur le parc matériel TGV entrainant des retards en gare"
PARIS NORD,DUNKERQUE,81.5,2016,6,
PARIS EST,NANCY,95.1,2016,7,
NANCY,PARIS EST,94.6,2016,7,
REIMS,PARIS EST,93.8,2016,7,
PARIS EST,STRASBOURG,93.3,2016,7,
PARIS LYON,AVIGNON TGV,89.8,2016,7,
BELLEGARDE (AIN),PARIS LYON,93.4,2016,7,Nombreuses défaillances matériels
PARIS LYON,BESANCON FRANCHE COMTE TGV,92.8,2016,7,
PARIS LYON,MARSEILLE ST CHARLES,90.5,2016,7,
MARSEILLE ST CHARLES,PARIS LYON,90.5,2016,7,
PARIS LYON,NICE VILLE,76.0,2016,7,De nombreux incendies ont géné la production
TOULON,PARIS LYON,83.9,2016,7,
PARIS LYON,VALENCE ALIXAN TGV,86.3,2016,7,
PARIS MONTPARNASSE,ANGERS SAINT LAUD,88.6,2016,7,
LAVAL,PARIS MONTPARNASSE,86.5,2016,7,
PARIS MONTPARNASSE,NANTES,88.9,2016,7,
PARIS MONTPARNASSE,QUIMPER,89.6,2016,7,
PARIS NORD,DOUAI,81.2,2016,7,
DOUAI,PARIS NORD,85.2,2016,7,
MARSEILLE ST CHARLES,LYON PART DIEU,72.3,2016,7,De nombreux incendies ont géné la production
LILLE,MARSEILLE ST CHARLES,79.6,2016,7,"Mois de juillet  particulièrement marqué par : 
Une affluence voyageur forte en cette période de vacances scolaire avec son lot d'interventions pompiers ou police
Des colis suspects à Marne la Vallée les 07 et 09 
Des défauts d'installation, principalement celui de  Lyon le 29 avec un rail cassé"
METZ,PARIS EST,88.1,2016,8,
NANCY,PARIS EST,95.0,2016,8,
PARIS EST,REIMS,94.0,2016,8,
AVIGNON TGV,PARIS LYON,84.9,2016,8,
PARIS LYON,CHAMBERY CHALLES LES EAUX,98.2,2016,8,
PARIS LYON,MACON LOCHE,98.4,2016,8,
MULHOUSE VILLE,PARIS LYON,97.4,2016,8,
NICE VILLE,PARIS LYON,85.5,2016,8,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,92.2,2016,8,
TOULON,PARIS LYON,86.9,2016,8,Dérangement télécommande poste d'aiguillage
BORDEAUX ST JEAN,PARIS MONTPARNASSE,84.7,2016,8,"Ce mois-ci l'OD a été touchée par plusieurs incidents:
Le 8 : accident de personne au nord de Poitiers (31 TGV ; 2035mn)
Le 8 : accident de personne à Libourne (16 TGV ; 746mn)
Le 9 : heurt d’un animal sur la ligne grande vitesse (Massy) (16 TGV ; 430mn)
Le 13 : Dérangements d’installation à Angoulême (13 TGV ; 850mn)
Le 16 : Défaillance matérielle sur la ligne grande vitesse (St Arnoult) (11 TGV ; 405mn)
Le 23 : suspicion de fuite de MD à Angoulême (24 TGV ; 1344mn)
Le 27 : dérangement d’installation sur la ligne grande vitesse (St Cyr) (24 TGV ; 907mn)
Le 30 : suspicion de fuite de MD à Luxé (28 TGV ; 1568mn)
Le 31 : dérangement d’installation sur la ligne grande vitesse (St Léger) (23 TGV ; 410mn)"
PARIS MONTPARNASSE,QUIMPER,89.9,2016,8,"Ce mois-ci l'OD a été touchée par plusieurs incidents:
Le 9 : heurt d’un animal sur la ligne grande vitesse (Massy) (16 TGV ; 430mn)
Le 16 : Défaillance matérielle sur la ligne grande vitesse (St Arnoult) (11 TGV ; 405mn)
Le 26 : conséquences des fortes chaleurs à Connerré (18 TGV ; 263mn)
Le 26 : heurt d’un véhicule à St Pierre la Cour (69 TGV ; 4398mn)
Le 27 : dérangement d’installation sur la ligne grande vitesse (St Cyr) (24 TGV ; 907mn)
Le 31 : Début d’incendie sur un TER à Neau (16 TGV ; 355mn)
Le 31 : dérangement d’installation sur la ligne grande vitesse (St Léger) (23 TGV ; 410mn)
et plusieurs jours dans le mois, des mesures de limitation de vitesse  entre Connerré et Le Mans et à Rennes dues aux fortes chaleurs"
RENNES,PARIS MONTPARNASSE,91.9,2016,8,"Ce mois-ci l'OD a été touchée par plusieurs incidents:
Le 9 : heurt d’un animal sur la ligne grande vitesse (Massy) (16 TGV ; 430mn)
Le 16 : Défaillance matérielle sur la ligne grande vitesse (St Arnoult) (11 TGV ; 405mn)
Le 26 : conséquences des fortes chaleurs à Connerré (18 TGV ; 263mn)
Le 26 : heurt d’un véhicule à St Pierre la Cour (69 TGV ; 4398mn)
Le 27 : dérangement d’installation sur la ligne grande vitesse (St Cyr) (24 TGV ; 907mn)
Le 31 : Début d’incendie sur un TER à Neau (16 TGV ; 355mn)
Le 31 : dérangement d’installation sur la ligne grande vitesse (St Léger) (23 TGV ; 410mn)
et plusieurs jours dans le mois, des mesures de limitation de vitesse  entre Connerré et Le Mans et à Rennes dues aux fortes chaleurs"
VANNES,PARIS MONTPARNASSE,94.3,2016,8,"Ce mois-ci l'OD a été touchée par plusieurs incidents:
Le 9 : heurt d’un animal sur la ligne grande vitesse (Massy) (16 TGV ; 430mn)
Le 16 : Défaillance matérielle sur la ligne grande vitesse (St Arnoult) (11 TGV ; 405mn)
Le 26 : conséquences des fortes chaleurs à Connerré (18 TGV ; 263mn)
Le 26 : heurt d’un véhicule à St Pierre la Cour (69 TGV ; 4398mn)
Le 27 : dérangement d’installation sur la ligne grande vitesse (St Cyr) (24 TGV ; 907mn)
Le 31 : Début d’incendie sur un TER à Neau (16 TGV ; 355mn)
Le 31 : dérangement d’installation sur la ligne grande vitesse (St Léger) (23 TGV ; 410mn)
et plusieurs jours dans le mois, des mesures de limitation de vitesse  entre Connerré et Le Mans et à Rennes dues aux fortes chaleurs"
ARRAS,PARIS NORD,86.6,2016,8,
PARIS NORD,DOUAI,88.6,2016,8,
DUNKERQUE,PARIS NORD,92.6,2016,8,
LILLE,PARIS NORD,88.4,2016,8,
LILLE,MARSEILLE ST CHARLES,85.5,2016,8,
RENNES,LYON PART DIEU,90.7,2016,8,"Ce mois-ci l'OD a été touchée par plusieurs incidents:
Le 9 : heurt d’un animal sur la ligne grande vitesse (Massy) (16 TGV ; 430mn)
Le 16 : Défaillance matérielle sur la ligne grande vitesse (St Arnoult) (11 TGV ; 405mn)
Le 18: dérangement d'installation à Lyon Part Dieu (16 TGV; 459mn)
Le 26 : conséquences des fortes chaleurs à Connerré (18 TGV ; 263mn)
Le 26 : heurt d’un véhicule à St Pierre la Cour (69 TGV ; 4398mn)
Le 31 : Début d’incendie sur un TER à Neau (16 TGV ; 355mn)
Le 31 : dérangement d’installation sur la ligne grande vitesse (St Léger) (23 TGV ; 410mn)
et plusieurs jours dans le mois, des mesures de limitation de vitesse  entre Connerré et Le Mans et à Rennes dues aux fortes chaleurs"
LYON PART DIEU,RENNES,79.3,2016,8,"Ce mois-ci l'OD a été touchée par plusieurs incidents:
Le 9 : heurt d’un animal sur la ligne grande vitesse (Massy) (16 TGV ; 430mn)
Le 16 : Défaillance matérielle sur la ligne grande vitesse (St Arnoult) (11 TGV ; 405mn)
Le 18: dérangement d'installation à Lyon Part Dieu (16 TGV; 459mn)
Le 26 : conséquences des fortes chaleurs à Connerré (18 TGV ; 263mn)
Le 26 : heurt d’un véhicule à St Pierre la Cour (69 TGV ; 4398mn)
Le 31 : Début d’incendie sur un TER à Neau (16 TGV ; 355mn)
Le 31 : dérangement d’installation sur la ligne grande vitesse (St Léger) (23 TGV ; 410mn)
et plusieurs jours dans le mois, des mesures de limitation de vitesse  entre Connerré et Le Mans et à Rennes dues aux fortes chaleurs"
NANTES,STRASBOURG,94.5,2016,8,
METZ,PARIS EST,86.3,2016,9,
PARIS LYON,AIX EN PROVENCE TGV,93.0,2016,9,
LYON PART DIEU,RENNES,90.3,2012,3,
PARIS LYON,NIMES,90.5,2012,3,
PARIS MONTPARNASSE,ST PIERRE DES CORPS,79.6,2012,2,
PARIS MONTPARNASSE,ANGOULEME,77.5,2012,2,
PARIS MONTPARNASSE,QUIMPER,88.7,2012,2,
PARIS LYON,LYON PART DIEU,92.5,2012,2,
LILLE,MARSEILLE ST CHARLES,67.6,2012,2,
PARIS LYON,MACON LOCHE,89.0,2012,2,
NICE VILLE,PARIS LYON,78.9,2012,2,
LILLE,LYON PART DIEU,81.7,2012,2,
PARIS EST,STRASBOURG,86.9,2012,2,
NANCY,PARIS EST,90.4,2012,2,
ST PIERRE DES CORPS,PARIS MONTPARNASSE,86.9,2012,6,Quelques incidents ayant un fort impact sur la régularité des TGV.
PARIS MONTPARNASSE,POITIERS,94.2,2012,6,
RENNES,PARIS MONTPARNASSE,94.5,2012,6,
VANNES,PARIS MONTPARNASSE,94.7,2012,6,
AVIGNON TGV,PARIS LYON,83.4,2012,6,
PARIS LYON,NIMES,90.3,2012,6,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,88.4,2012,5,"Travaux nécessitant le ralentissement de la vitesse des TGV en divers points sur le parcours (travaux concernant l'alimentation électrique près de Toulouse, renouvellement de la voie et raccordement de la Ligne à Grande Vitesse Sud Europe Atlantique à la ligne classique entre Bordeaux et Tours, travaux près de Connerré (72) ainsi que régénération des voies de la Ligne à Grande Vitesse Atlantique près de Massy (banlieue sud de Paris)."
NICE VILLE,PARIS LYON,73.0,2012,5,D'importantes phases de travaux d'amélioration de l'infrastructure sur le tronçon Nice Marseille nécessitent la mise en place de limitations de vitesse qui réduisent la fluidité des circulations.
PARIS EST,STRASBOURG,89.6,2012,5,Un légère baisse mais un résultat toujours supérieur à l'objectif malgré un baisse de la performance du matériel sur la fin de mois.
NANTES,STRASBOURG,85.2,2012,5,Un légère baisse mais un résultat toujours supérieur à l'objectif malgré un baisse de la performance du matériel sur la fin de mois.
REIMS,PARIS EST,95.7,2012,5,Un légère baisse mais un résultat toujours supérieur à l'objectif malgré un baisse de la performance du matériel sur la fin de mois.
PARIS MONTPARNASSE,ST PIERRE DES CORPS,90.8,2012,5,
PARIS LYON,VALENCE ALIXAN TGV,90.0,2012,5,
QUIMPER,PARIS MONTPARNASSE,93.1,2012,5,
PARIS LYON,TOULON,85.3,2012,5,
PARIS LYON,ANNECY,92.2,2012,5,
MARSEILLE ST CHARLES,LILLE,74.4,2012,4,Conditions difficiles avec des retards liés notamment aux travaux importants sur le réseau Nord et Sud de la France. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.
PARIS MONTPARNASSE,BORDEAUX ST JEAN,92.6,2012,3,Des ralentissements pour travaux de renouvellement des voies au nord de Bordeaux retardent les TGV en provenance de Bordeaux et qui desservent Angoulême.
PARIS EST,METZ,97.7,2012,4,Une liaison au-dessus de l'objectif malgré les pertes de temps du au jet de pierre et à l'incendie à l'entrée de Paris-Est.
BORDEAUX ST JEAN,PARIS MONTPARNASSE,88.1,2012,3,Irrégularité est due essentiellement aux travaux.
TOULOUSE MATABIAU,PARIS MONTPARNASSE,84.8,2012,3,
PARIS LYON,AIX EN PROVENCE TGV,87.4,2012,4,
BELLEGARDE (AIN),PARIS LYON,92.1,2012,3,
PARIS MONTPARNASSE,LAVAL,96.2,2012,4,
PARIS LYON,AVIGNON TGV,96.2,2012,3,
GRENOBLE,PARIS LYON,92.7,2012,4,
DUNKERQUE,PARIS NORD,93.0,2012,3,Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.
ANGERS SAINT LAUD,PARIS MONTPARNASSE,90.2,2012,3,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,76.5,2012,2,
BESANCON FRANCHE COMTE TGV,PARIS LYON,85.4,2012,2,
PARIS LYON,AIX EN PROVENCE TGV,93.3,2012,3,
PARIS LYON,VALENCE ALIXAN TGV,87.7,2012,2,
LAVAL,PARIS MONTPARNASSE,93.1,2012,3,
TOURS,PARIS MONTPARNASSE,72.6,2012,2,
PARIS MONTPARNASSE,TOURS,73.7,2012,2,
PARIS LYON,GRENOBLE,92.7,2012,3,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,88.1,2012,5,Retards dus à des limitations de vitesse pour l'exécution des travaux préparatoires pour la construction de la Ligne à Grande Vitesse Sud Europe Atlantique entre Paris et Bordeaux.
LA ROCHELLE VILLE,PARIS MONTPARNASSE,89.4,2012,6,Quelques incidents ayant un fort impact sur la régularité des TGV.
PARIS MONTPARNASSE,ANGERS SAINT LAUD,95.6,2012,6,
LYON PART DIEU,MONTPELLIER,84.1,2012,6,
PARIS LYON,LYON PART DIEU,96.1,2012,6,
RENNES,LYON PART DIEU,92.6,2012,6,
AVIGNON TGV,PARIS LYON,83.4,2012,5,
PARIS LYON,DIJON VILLE,95.3,2012,6,
GRENOBLE,PARIS LYON,89.9,2012,6,
NANCY,PARIS EST,95.2,2012,6,
PARIS LYON,AIX EN PROVENCE TGV,86.7,2012,7,
AIX EN PROVENCE TGV,PARIS LYON,84.7,2012,7,
DIJON VILLE,PARIS LYON,92.6,2012,7,
PARIS NORD,DOUAI,96.2,2012,7,
PARIS MONTPARNASSE,TOULOUSE MATABIAU,82.2,2013,6,
QUIMPER,PARIS MONTPARNASSE,94.3,2013,6,
TOURS,PARIS MONTPARNASSE,90.4,2013,6,
PARIS LYON,TOULON,86.6,2013,6,
PARIS LYON,ANNECY,89.8,2013,6,
ANNECY,PARIS LYON,94.7,2013,6,
PARIS EST,STRASBOURG,92.3,2013,6,
NANTES,STRASBOURG,82.5,2013,6,
PARIS EST,NANCY,93.2,2013,6,
MARSEILLE ST CHARLES,LILLE,74.4,2013,6,Mois de juin marqué par de nombreux orages du 17 au 19 juin sur la région parisienne ainsi que dans le Sud. Il y a également une augmentation du nombre d'interventions des forces de l'ordre dans les trains pour incivilité.
LILLE,MARSEILLE ST CHARLES,80.6,2013,6,Mois de juin marqué par de nombreux orages du 17 au 19 juin sur la région parisienne ainsi que dans le Sud. Il y a également une augmentation du nombre d'interventions des forces de l'ordre dans les trains pour incivilité.
ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.0,2013,6,
PARIS LYON,MARSEILLE ST CHARLES,91.8,2013,5,
LE MANS,PARIS MONTPARNASSE,89.5,2013,6,
PARIS MONTPARNASSE,LAVAL,95.3,2013,6,
PARIS MONTPARNASSE,TOURS,89.3,2013,5,
PARIS LYON,MONTPELLIER,92.5,2013,5,
PARIS LYON,MACON LOCHE,93.1,2013,5,
PARIS NORD,LILLE,92.9,2013,6,
MARSEILLE ST CHARLES,LYON PART DIEU,81.9,2013,6,
MARSEILLE ST CHARLES,PARIS LYON,92.9,2013,6,
MONTPELLIER,LYON PART DIEU,83.4,2013,6,
LYON PART DIEU,PARIS LYON,96.4,2013,6,
MULHOUSE VILLE,PARIS LYON,93.4,2013,6,
PARIS LYON,MULHOUSE VILLE,93.4,2013,6,
PARIS LYON,LYON PART DIEU,96.0,2013,6,
PARIS LYON,MONTPELLIER,91.5,2013,6,
NANCY,PARIS EST,94.3,2013,6,
LYON PART DIEU,MARSEILLE ST CHARLES,74.0,2013,7,"Des orages et fortes chaleurs, des vols de câbles et accidents de personne perturbent la circulation des TGV."
MARSEILLE ST CHARLES,LILLE,61.6,2013,7,"Fortes chaleurs, orages, incendies et coupures de tension, incidents de personnes."
LYON PART DIEU,LILLE,72.2,2013,7,"Fortes chaleurs, orages, incendies et coupures de tension."
PARIS NORD,DOUAI,87.5,2013,7,"Fortes chaleurs, orages, incendies et coupures de tension."
LA ROCHELLE VILLE,PARIS MONTPARNASSE,93.3,2013,7,
PARIS LYON,BESANCON FRANCHE COMTE TGV,90.3,2013,6,
PARIS MONTPARNASSE,BREST,90.2,2013,7,
PARIS LYON,DIJON VILLE,95.9,2013,7,
DIJON VILLE,PARIS LYON,95.2,2013,7,
PARIS MONTPARNASSE,ANGOULEME,87.3,2013,7,Fortes chaleurs les 7 et 8 juillet et fortes intempéries les 26 et 27 juillet. Fuite de gazole d'un train de fret. Pannes de train. Heurt d'animal.
NANCY,PARIS EST,95.8,2014,9,
PARIS EST,METZ,96.6,2014,9,
CHAMBERY CHALLES LES EAUX,PARIS LYON,81.5,2014,12,D'importantes chutes de neige ont fortement perturbé le trafic TGV dans les Alpes le week end du 27 et du 28 décembre.
PARIS LYON,PERPIGNAN,84.8,2014,12,Les intempéries en région Languedoc Roussillon ont perturbé la régularité de cette relation en décembre.
PARIS LYON,CHAMBERY CHALLES LES EAUX,85.2,2014,12,
MARSEILLE ST CHARLES,PARIS LYON,95.8,2014,12,
VALENCE ALIXAN TGV,PARIS LYON,85.7,2014,11,
DIJON VILLE,PARIS LYON,92.1,2014,12,
MACON LOCHE,PARIS LYON,91.4,2014,12,
STRASBOURG,NANTES,90.9,2014,11,
NANCY,PARIS EST,95.6,2014,12,
METZ,PARIS EST,90.9,2014,12,
MARSEILLE ST CHARLES,LYON PART DIEU,78.7,2014,9,Plusieurs incidents liés à la présence de personnes ou d'animaux sur les voies ont fortement perturbé la régularité des TGV sur cette liaison en septembre.
ANGERS SAINT LAUD,PARIS MONTPARNASSE,93.0,2014,9,
BORDEAUX ST JEAN,PARIS MONTPARNASSE,91.6,2014,9,
CHAMBERY CHALLES LES EAUX,PARIS LYON,86.5,2014,9,
ANGOULEME,PARIS MONTPARNASSE,87.9,2014,9,
VANNES,PARIS MONTPARNASSE,91.3,2014,8,
BELLEGARDE (AIN),PARIS LYON,91.3,2014,9,
LILLE,MARSEILLE ST CHARLES,83.2,2014,9,
LILLE,PARIS NORD,91.3,2014,9,
DOUAI,PARIS NORD,83.4,2014,9,
TOULON,PARIS LYON,81.9,2014,8,"En août, la régularité des TGV entre Paris et la Méditerranée a été fortement impactée par 8 accidents de personnes et par un acte de malveillance près du Creusot."
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,95.4,2014,8,
PARIS LYON,VALENCE ALIXAN TGV,88.0,2014,8,
POITIERS,PARIS MONTPARNASSE,94.3,2014,8,
PARIS MONTPARNASSE,LE MANS,89.1,2014,8,
PARIS MONTPARNASSE,QUIMPER,94.3,2014,8,
QUIMPER,PARIS MONTPARNASSE,90.3,2014,8,
PARIS MONTPARNASSE,BREST,95.7,2014,8,
TOURS,PARIS MONTPARNASSE,92.0,2014,8,
REIMS,PARIS EST,95.7,2014,8,
PARIS MONTPARNASSE,ST PIERRE DES CORPS,90.3,2014,12,
PARIS MONTPARNASSE,LA ROCHELLE VILLE,92.3,2014,12,
PARIS MONTPARNASSE,QUIMPER,87.2,2014,12,
PARIS MONTPARNASSE,ST MALO,87.9,2014,12,
PARIS MONTPARNASSE,VANNES,87.4,2014,12,
PARIS MONTPARNASSE,TOURS,85.7,2014,12,
STRASBOURG,NANTES,93.0,2014,12,
PARIS NORD,DOUAI,94.3,2014,12,
SAINT ETIENNE CHATEAUCREUX,PARIS LYON,100.0,2014,12,
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,100.0,2014,12,
TOULOUSE MATABIAU,PARIS MONTPARNASSE,89.8,2014,12,
TOURS,PARIS MONTPARNASSE,86.7,2014,12,
NICE VILLE,PARIS LYON,86.9,2015,1,5 collisions avec des animaux sauvages sur la ligne à grande vitesse ont perturbé la régularité de cette relation en janvier 2015
PARIS MONTPARNASSE,ANGERS SAINT LAUD,95.3,2015,1,
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,86.6,2015,1,
PARIS LYON,BESANCON FRANCHE COMTE TGV,93.8,2015,1,
MARSEILLE ST CHARLES,LYON PART DIEU,85.0,2015,1,
MACON LOCHE,PARIS LYON,90.9,2015,1,
DOUAI,PARIS NORD,83.2,2015,1,
NANCY,PARIS EST,93.7,2015,1,
RENNES,LYON PART DIEU,84.2,2015,10,"Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des causes externes ont entraîné d’importants retards sur la Ligne à Grande vitesse entre Lyon & Paris : un colis suspect à bord d’un train en ligne le 1/10 (28 trains pour 559 minutes), le heurt d’un animal le 4/10 (38 trains pour 994 minutes) & un accident de personne vers Mâcon le 30/10 (17 trains pour 262 minutes). Enfin, des dérangements de signalisation ont ralenti les trains sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes), 19/10 (12 TGV pour 279 minutes) & 23/10 (43 trains pour 1018 minutes) ainsi qu’en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes)."
PARIS MONTPARNASSE,BREST,94.2,2015,10,"Cette ligne a été touchée par deux incidents majeurs liés à l’alimentation électrique : l’un au Mans le 22/10 retardant 82 trains pour 4852 minutes de retard en cumul, le second en gare de Rennes le 23/10, suite à la chute d’une grue (12 trains pour 610 minutes). Par ailleurs, des dérangements de signalisation ont entraîné des retards sur la Ligne à Grande Vitesse les 2/10 (14 TGV retardés pour 524 minutes) & 19/10 (12 TGV pour 279 minutes) et en sortie du Mans (côté Laval) le 8/10 (23 trains pour 534 minutes). De plus, cette ligne a été ralentie par deux défaillances Matériel : l’une sur la Ligne à Grande Vitesse le 11/10 (10 trains pour 222 minutes), l’autre vers Laval le 27/10 (9 trains pour 182 minutes). Enfin, un accident de personne à Brest le 16/10 retarde 3 TGV pour 255 minutes."
PARIS MONTPARNASSE,ANGERS SAINT LAUD,92.6,2015,10,"Cette ligne a été touchée par un incident majeur affectant l'alimentation électrique le 22/10 : 82 trains ont été touchés pour un retard cumulé de 4852 minutes. Par ailleurs, un dérangement de signalisation sur la Ligne à Grande Vitesse le 2/10 retarde 14 TGV pour 524 minutes; même cause le 19/10 pour 12 TGV (279 minutes de retard en cumul). La défaillance d'un TER entre Sablé & Le Mans le 2/10 retarde également 12 trains pour 566 minutes & celle d'un train sur la Ligne à Grande Vitesse à Massy (en région parisienne) le 11/10 retarde 10 trains pour 222 minutes."
PARIS MONTPARNASSE,BORDEAUX ST JEAN,94.3,2015,10,
PARIS LYON,SAINT ETIENNE CHATEAUCREUX,90.0,2015,10,
PARIS LYON,VALENCE ALIXAN TGV,91.4,2015,10,
PARIS MONTPARNASSE,TOURS,87.6,2015,10,
PARIS NORD,LILLE,92.2,2015,10,
PARIS NORD,DOUAI,91.3,2015,10,
BREST,PARIS MONTPARNASSE,88.4,2015,7,"Cette ligne a été impactée par plusieurs incendies aux abords des voies : le 12/07 à NOYEN (17 TGV retardés de 11' à 2h47), sur LGV le 21/07 (20 TGV retardés de 15' à 2h20) et le 22/07 entre LAVAL et LE MANS (26 TGV de 13' à 4h03). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00)."
PARIS MONTPARNASSE,QUIMPER,85.1,2015,6,"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); le 9 par un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)"
VANNES,PARIS MONTPARNASSE,92.1,2015,6,"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); le 9 par un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)"
ST MALO,PARIS MONTPARNASSE,96.9,2015,6,"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), le 26 par la rupture d'un appareil de voie en sortie de ligne grande vitesse avant Le Mans (52TGV; 923mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn); un dérangement d'installation sur la branche ouest de la ligne grande vitesse (18TGV; 169mn)"
GRENOBLE,PARIS LYON,93.4,2015,7,Un heurt d'animal sauvage et un envahissement des voies par des manifestants ont généré quelques retards importants en juillet
PARIS MONTPARNASSE,TOURS,83.1,2015,6,
DIJON VILLE,PARIS LYON,91.0,2015,7,
DUNKERQUE,PARIS NORD,96.1,2015,7,
DOUAI,PARIS NORD,86.5,2015,7,
ARRAS,PARIS NORD,87.4,2015,7,
ST PIERRE DES CORPS,PARIS MONTPARNASSE,71.0,2015,7,"Cette ligne a été impactée par plusieurs incendies aux abords des voies, notamment dans la région de VENDÔME : le 10/07 (53 TGV retardés de 12' à 3h50), le 11/07 (20 TGV retardés de 11' à 2h47), le 17/07 (46 TGV retardés de 16' à 4h56), et un autre sur LGV le 21/07 (20 TGV retardés de 15' à 2h20). La présence de personnes dans les voies à l'entrée de PARIS a également entraîné de nombreux retards : le 14/07 (11 TGV retardés de 11' à 47'), le 18/07 (31 TGV retardés de 15' à 1h49). Les circulations ont été retardées par des dérangements d'installations : le 01/07 à l'entrée de PARIS en raison des fortes chaleurs (26 TGV retardés de 9' à 1h42), le 03/07 sur LGV (12 TGV retardés de 6' à 44'), le 11/07 sur LGV (38 TGV retardés de 6' à 66'), le 19/07 à l'entrée de PARIS (10 TGV retardés de 11' à 25') ; et par la panne de trains : le 18/07 sur LGV (22 TGV de 16' à 2h43), le 28/07 à l'entrée de PARIS (10 TGV de 14' à 2h00). Enfin, un incident caténaire au sud de TOURS à fortement perturbé la journée du 30/07 (53 TGV retardés de 6' à 6h30)."
